HR,Name,Hours RA,Minutes RA,Seconds RA,Degrees Dec,Minutes Dec,Seconds Dec,VisualMag,B-V
6983,,18,33,56.7,+52,21,13,5.36,+1.09
6985,,18,36,27.8,+09,07,21,5.39,+0.37
6986,,18,39,14.3,-47,54,35,5.86,+0.23
6987,,18,36,39.1,+06,40,19,5.45,+0.37
6988,,18,37,54.4,-21,23,52,5.94,+0.19
6990,,18,38,30.7,-23,30,18,5.81,+0.02
6991,,18,39,35.0,-43,11,10,5.37,+1.68
6993,,18,37,36.0,-00,18,34,5.75,+0.07
6997,,18,36,37.2,+33,28,08,5.42,-0.10
6998,,18,38,53.4,-21,03,07,5.86,+0.68
7001,3Alp Lyr,18,36,56.3,+38,47,01,0.03,0.00
7004,,18,43,37.2,-64,33,04,5.78,+0.96
7006,,18,29,44.9,+77,32,49,5.64,+1.18
7007,,18,40,00.5,-07,47,26,5.84,+1.55
7012,,18,45,26.9,-64,52,17,4.79,+0.20
7018,,18,37,33.5,+62,31,36,5.74,-0.06
7020,Del Sct,18,42,16.4,-09,03,09,4.72,+0.35
7021,Lam CrA,18,43,46.9,-38,19,25,5.13,+0.09
7029,,18,44,19.4,-35,38,31,4.87,-0.18
7031,,18,44,57.2,-39,41,11,5.43,+0.87
7032,Eps Sct,18,43,31.3,-08,16,31,4.90,+1.12
7035,,18,44,49.6,-25,00,40,5.83,+0.05
7036,The Pav,18,48,37.8,-65,04,40,5.73,+0.24
7039,27Phi Sgr,18,45,39.4,-26,59,27,3.17,-0.11
7040,4    Aql,18,44,49.9,+02,03,36,5.02,-0.06
7044,,18,43,51.6,+31,55,36,5.70,+0.34
7046,28    Sgr,18,46,20.6,-22,23,32,5.37,+1.64
7048,,18,45,28.4,+05,29,59,5.83,+0.04
7049,46    Dra,18,42,37.9,+55,32,22,5.04,-0.09
7050,Mu  CrA,18,47,44.6,-40,24,22,5.24,+0.78
7051,4Eps1Lyr,18,44,20.4,+39,40,12,5.06,+0.16
7053,5Eps2Lyr,18,44,22.9,+39,36,47,5.14,+0.19
7054,5Eps2Lyr,18,44,22.9,+39,36,46,5.37,
7055,,18,46,43.3,-10,07,30,5.71,+0.59
7056,6Zet1Lyr,18,44,46.4,+37,36,18,4.36,+0.19
7057,7Zet2Lyr,18,44,48.2,+37,35,40,5.73,+0.28
7059,5    Aql,18,46,28.5,-00,57,42,5.90,+0.13
7061,110    Her,18,45,39.7,+20,32,47,4.19,+0.46
7062,Eta1CrA,18,48,50.5,-43,40,48,5.49,+0.13
7063,Bet Sct,18,47,10.5,-04,44,52,4.22,+1.10
7064,,18,46,04.5,+26,39,44,4.83,+1.20
7065,,18,49,27.4,-45,48,37,5.81,+0.90
7066,,18,47,29.0,-05,42,18,5.20,+1.47
7068,Eta2CrA,18,49,35.0,-43,26,02,5.61,-0.08
7069,111    Her,18,47,01.3,+18,10,53,4.36,+0.13
7074,Lam Pav,18,52,13.0,-62,11,15,4.22,-0.14
7075,,18,44,18.2,+61,02,53,5.99,+0.96
7078,29    Sgr,18,49,40.1,-20,19,29,5.24,+1.41
7083,,18,49,41.0,-05,54,46,5.99,+1.60
7084,,18,46,43.1,+52,59,17,5.88,-0.09
7086,,18,48,53.4,+19,19,43,5.88,+0.03
7087,Kap Tel,18,52,39.6,-52,06,27,5.17,+0.94
7092,,18,52,27.1,-46,35,43,5.54,+1.63
7094,,18,50,58.5,-09,46,27,5.83,+0.61
7100,8Nu 1Lyr,18,49,45.9,+32,48,46,5.91,-0.16
7102,9Nu 2Lyr,18,49,52.9,+32,33,03,5.25,+0.08
7106,10Bet Lyr,18,50,04.8,+33,21,46,3.45,0.00
7107,Kap Pav,18,56,57.0,-67,14,01,4.44,+0.71
7113,112    Her,18,52,16.4,+21,25,31,5.48,-0.07
7114,33    Sgr,18,54,00.1,-21,21,35,5.69,+1.23
7116,32Nu 1Sgr,18,54,10.2,-22,44,42,4.83,+1.41
7117,,18,45,46.7,+74,05,08,5.27,+0.92
7119,,18,54,43.1,-15,36,11,5.10,+0.17
7120,35Nu 2Sgr,18,55,07.1,-22,40,17,4.99,+1.33
7121,34Sig Sgr,18,55,15.9,-26,17,48,2.02,-0.22
7122,,18,56,16.9,-42,42,38,5.36,+1.00
7123,,18,51,35.0,+52,58,30,5.51,+0.84
7124,50    Dra,18,46,22.2,+75,26,02,5.35,+0.05
7125,47Omi Dra,18,51,12.1,+59,23,18,4.66,+1.19
7126,,18,55,31.0,-16,22,36,5.79,+0.36
7127,Ome Pav,18,58,36.4,-60,12,02,5.14,+1.37
7128,,18,56,00.6,-23,10,25,5.93,-0.02
7129,,18,56,40.5,-37,20,36,5.38,-0.14
7131,11Del1Lyr,18,53,43.6,+36,58,18,5.58,-0.15
7132,,18,54,13.2,+27,54,34,5.62,+1.35
7133,113    Her,18,54,44.9,+22,38,42,4.59,+0.78
7134,Lam Tel,18,58,27.7,-52,56,19,4.87,-0.05
7135,,18,55,27.5,+06,36,55,5.57,+1.04
7137,,18,53,13.6,+50,42,30,4.92,+0.90
7139,12Del2Lyr,18,54,30.2,+36,53,56,4.30,+1.68
7141,63The1Ser,18,56,13.2,+04,12,13,4.62,+0.17
7142,63The2Ser,18,56,14.6,+04,12,07,4.98,+0.20
7145,36Xi 1Sgr,18,57,20.5,-20,39,23,5.08,+0.13
7146,,18,54,52.2,+41,36,10,5.44,+1.03
7148,,18,56,06.2,+18,06,19,5.69,+1.09
7149,Eta Sct,18,57,03.7,-05,50,46,4.83,+1.08
7150,37Xi 2Sgr,18,57,43.8,-21,06,24,3.51,+1.18
7152,Eps CrA,18,58,43.4,-37,06,27,4.87,+0.41
7154,,18,54,47.1,+48,51,35,5.77,+0.43
7157,13    Lyr,18,55,20.1,+43,56,46,4.04,+1.59
7158,64    Ser,18,57,16.6,+02,32,07,5.57,0.00
7161,,19,03,29.7,-68,45,19,5.88,+0.56
7162,,18,57,01.6,+32,54,05,5.22,+0.59
7165,,18,58,14.7,+17,21,39,5.38,+0.80
7166,,18,59,23.8,-12,50,26,5.53,-0.04
7167,10    Aql,18,58,46.9,+13,54,24,5.89,+0.25
7172,11    Aql,18,59,05.7,+13,37,21,5.23,+0.53
7174,,18,58,01.9,+38,15,58,5.89,-0.17
7175,48    Dra,18,56,45.0,+57,48,54,5.66,+1.15
7176,13Eps Aql,18,59,37.4,+15,04,06,4.02,+1.08
7178,14Gam Lyr,18,58,56.6,+32,41,22,3.24,-0.05
7180,52Ups Dra,18,54,23.9,+71,17,50,4.82,+1.15
7181,,18,59,45.5,+26,13,50,5.27,+1.24
7187,,18,56,25.6,+65,15,29,5.63,+0.95
7188,Zet CrA,19,03,06.9,-42,05,43,4.75,-0.02
7190,,19,03,57.4,-51,01,07,5.93,+1.24
7192,15Lam Lyr,19,00,00.9,+32,08,44,4.93,+1.47
7193,12    Aql,19,01,40.8,-05,44,20,4.02,+1.09
7194,38Zet Sgr,19,02,36.7,-29,52,49,2.60,+0.08
7195,,19,02,27.7,-24,50,49,5.65,+1.23
7197,,19,03,17.7,-38,15,12,5.74,+0.32
7202,,19,01,17.4,+26,17,29,5.69,-0.08
7209,14    Aql,19,02,54.5,-03,41,56,5.42,0.00
7210,,19,00,13.7,+50,32,01,5.38,-0.18
7211,,19,04,25.1,-31,02,49,5.50,+0.03
7213,Rho Tel,19,06,19.9,-52,20,27,5.16,+0.53
7214,,19,03,32.2,+01,49,08,5.83,+0.18
7215,16    Lyr,19,01,26.4,+46,56,05,5.01,+0.19
7217,39Omi Sgr,19,04,41.0,-21,44,30,3.77,+1.01
7218,49    Dra,19,00,43.4,+55,39,30,5.48,+0.86
7221,,19,09,52.7,-68,25,29,5.33,+0.91
7223,,19,06,55.6,-48,17,57,5.97,-0.02
7225,15    Aql,19,04,57.6,-04,01,53,5.42,+1.12
7226,Gam CrA,19,06,25.1,-37,03,48,4.93,+0.52
7227,Gam CrA,19,06,25.1,-37,03,48,4.99,+0.52
7228,Sig Oct,21,08,46.2,-88,57,23,5.47,+0.27
7230,,19,05,41.2,-15,39,37,5.97,-0.02
7234,40Tau Sgr,19,06,56.4,-27,40,14,3.32,+1.19
7235,17Zet Aql,19,05,24.6,+13,51,48,2.99,+0.01
7236,16Lam Aql,19,06,14.9,-04,52,57,3.44,-0.09
7237,,19,04,57.9,+31,44,40,5.56,+1.54
7242,Del CrA,19,08,20.9,-40,29,48,4.59,+1.09
7248,18    Aql,19,06,58.6,+11,04,17,5.09,-0.07
7249,,19,08,16.7,-19,17,24,5.54,-0.11
7250,,19,06,38.4,+24,15,03,5.77,+0.09
7251,51    Dra,19,04,55.2,+53,23,48,5.38,-0.01
7253,,19,06,37.7,+28,37,43,5.55,+0.29
7254,Alp CrA,19,09,28.3,-37,54,16,4.11,+0.04
7257,,19,09,57.8,-41,53,33,5.88,-0.08
7259,Bet CrA,19,10,01.7,-39,20,27,4.11,+1.20
7261,17    Lyr,19,07,25.6,+32,30,06,5.23,+0.34
7262,18Iot Lyr,19,07,18.1,+36,06,01,5.28,-0.11
7264,41Pi  Sgr,19,09,45.8,-21,01,25,2.89,+0.35
7266,19    Aql,19,08,59.9,+06,04,24,5.22,+0.35
7275,,19,08,25.8,+52,25,32,5.81,+1.09
7277,,19,13,13.7,-25,54,24,5.80,+1.38
7278,,19,17,12.0,-66,39,41,5.53,+0.18
7279,20    Aql,19,12,40.7,-07,56,22,5.34,+0.13
7281,,19,14,39.7,-45,11,36,5.92,+0.90
7282,,19,13,15.5,-12,16,57,5.51,+1.44
7283,19    Lyr,19,11,46.0,+31,17,00,5.98,-0.07
7286,,19,12,36.7,+21,33,16,5.93,+0.03
7287,21    Aql,19,13,42.7,+02,17,37,5.15,-0.07
7289,,19,16,21.7,-45,27,59,5.40,+1.35
7292,42Psi Sgr,19,15,32.4,-25,15,24,4.85,+0.56
7295,53    Dra,19,11,40.5,+56,51,33,5.12,+1.01
7298,20Eta Lyr,19,13,45.5,+39,08,46,4.39,-0.15
7300,,19,15,20.1,+15,05,01,5.57,+1.07
7301,1    Sge,19,15,17.4,+21,13,56,5.64,+0.11
7302,,19,15,24.8,+30,31,35,5.85,+1.67
7303,22    Aql,19,16,31.0,+04,50,05,5.59,+0.08
7304,43    Sgr,19,17,38.1,-18,57,11,4.96,+1.02
7306,1    Vul,19,16,13.0,+21,23,25,4.77,-0.05
7307,,19,16,26.8,+14,32,41,5.63,-0.02
7309,54    Dra,19,13,55.2,+57,42,18,4.99,+1.16
7310,57Del Dra,19,12,33.3,+67,39,42,3.07,+1.00
7312,59    Dra,19,09,09.8,+76,33,38,5.13,+0.31
7314,21The Lyr,19,16,22.1,+38,08,01,4.36,+1.26
7315,25Ome1Aql,19,17,49.0,+11,35,43,5.28,+0.20
7316,,19,19,40.0,-35,25,17,5.59,-0.13
7318,2    Vul,19,17,43.6,+23,01,32,5.43,+0.02
7319,23    Aql,19,18,32.5,+01,05,07,5.10,+1.15
7327,,19,20,38.1,-22,24,09,5.58,+0.27
7328,1Kap Cyg,19,17,06.2,+53,22,07,3.77,+0.96
7329,Eta Tel,19,22,51.1,-54,25,25,5.05,+0.02
7331,28    Aql,19,19,39.3,+12,22,29,5.53,+0.26
7333,26    Aql,19,20,32.9,-05,24,57,5.01,+0.92
7336,27    Aql,19,20,35.7,-00,53,32,5.49,-0.04
7337,Bet1Sgr,19,22,38.3,-44,27,32,4.01,-0.10
7340,44Rho1Sgr,19,21,40.4,-17,50,50,3.93,+0.22
7342,46Ups Sgr,19,21,43.6,-15,57,18,4.61,+0.10
7343,Bet2Sgr,19,23,13.2,-44,47,59,4.29,+0.34
7344,45Rho2Sgr,19,21,50.9,-18,18,30,5.87,+1.06
7348,Alp Sgr,19,23,53.2,-40,36,58,3.97,-0.10
7349,,19,22,21.5,-00,15,09,5.83,+1.09
7352,60Tau Dra,19,15,33.0,+73,21,20,4.45,+1.25
7356,,19,20,16.1,+57,38,43,5.91,+1.58
7358,3    Vul,19,22,50.9,+26,15,45,5.18,-0.12
7360,,19,25,04.1,-29,18,33,5.93,+1.26
7362,47Chi1Sgr,19,25,16.5,-24,30,31,5.03,+0.23
7363,49Chi3Sgr,19,25,29.7,-23,57,44,5.43,+1.43
7367,,19,25,21.6,-13,53,49,5.69,+1.43
7370,,19,27,48.1,-54,19,31,5.69,+1.40
7371,58Pi  Dra,19,20,40.1,+65,42,53,4.59,+0.02
7372,2    Cyg,19,24,07.6,+29,37,17,4.97,-0.10
7373,31    Aql,19,24,58.2,+11,56,40,5.16,+0.77
7375,50    Sgr,19,26,19.2,-21,46,36,5.59,+1.22
7377,30Del Aql,19,25,29.9,+03,06,53,3.36,+0.32
7378,,19,26,11.1,-15,03,11,5.72,+0.02
7380,,19,26,56.5,-29,44,36,5.67,0.00
7382,,19,23,56.5,+43,23,17,5.84,+0.92
7383,,19,31,10.9,-68,26,02,5.96,+1.64
7385,4    Vul,19,25,28.6,+19,47,55,5.16,+0.98
7387,32Nu  Aql,19,26,31.1,+00,20,19,4.66,+0.60
7389,,19,26,24.1,+13,01,26,5.74,+0.47
7390,5    Vul,19,26,13.2,+20,05,52,5.63,-0.01
7391,,19,26,28.7,+19,53,29,5.81,+1.55
7392,,19,29,23.9,-43,26,45,5.71,+0.22
7395,4    Cyg,19,26,09.1,+36,19,04,5.15,-0.12
7397,,19,28,20.8,+02,55,49,5.85,+0.01
7398,,19,29,52.2,-26,59,08,5.52,+1.12
7400,35    Aql,19,29,01.0,+01,57,01,5.80,+0.08
7405,6Alp Vul,19,28,42.3,+24,39,54,4.44,+1.50
7406,8    Vul,19,28,57.0,+24,46,07,5.81,+1.03
7407,,19,29,22.1,+14,35,45,5.56,+1.05
7408,7Iot1Cyg,19,27,25.9,+52,19,14,5.75,0.00
7411,,19,32,53.8,-53,11,09,5.75,+0.30
7414,36    Aql,19,30,39.8,-02,47,20,5.03,+1.75
7416,,19,33,21.6,-45,16,19,5.61,-0.04
7417,6Bet1Cyg,19,30,43.3,+27,57,35,3.08,+1.13
7418,6Bet2Cyg,19,30,45.3,+27,57,55,5.11,-0.10
7420,10Iot2Cyg,19,29,42.3,+51,43,47,3.79,+0.14
7421,,19,31,21.8,+26,37,02,5.87,+0.93
7422,,19,34,08.5,-40,02,05,5.89,+0.09
7424,Iot Tel,19,35,13.0,-48,05,57,4.90,+1.09
7426,8    Cyg,19,31,46.3,+34,27,11,4.74,-0.14
7427,,19,31,19.3,+50,18,24,5.53,+1.25
7429,38Mu  Aql,19,34,05.4,+07,22,44,4.45,+1.17
7430,37    Aql,19,35,07.3,-10,33,37,5.12,+1.13
7431,51    Sgr,19,36,01.7,-24,43,09,5.65,+0.19
7437,9    Vul,19,34,34.9,+19,46,24,5.00,-0.09
7440,52    Sgr,19,36,42.4,-24,53,01,4.60,-0.07
7441,9    Cyg,19,34,50.9,+29,27,47,5.38,+0.55
7442,,19,33,41.6,+49,15,45,5.96,+1.64
7443,,19,37,03.3,-18,13,52,5.64,+1.26
7444,,19,34,41.2,+42,24,46,5.35,+0.05
7446,39Kap Aql,19,36,53.5,-07,01,39,4.95,0.00
7447,41Iot Aql,19,36,43.3,-01,17,11,4.36,-0.08
7451,,19,34,19.8,+51,14,12,5.73,+0.48
7454,,19,37,34.4,-14,18,06,5.47,+0.50
7456,,19,36,52.5,+11,16,24,5.98,+0.88
7460,42    Aql,19,37,47.3,-04,38,51,5.46,+0.43
7462,61Sig Dra,19,32,21.6,+69,39,40,4.68,+0.79
7463,4Eps Sge,19,37,17.4,+16,27,46,5.66,+1.02
7468,,19,36,37.9,+44,41,42,5.17,+0.93
7469,13The Cyg,19,36,26.5,+50,13,16,4.48,+0.38
7473,,19,40,07.1,-23,25,43,5.97,+1.04
7474,44Sig Aql,19,39,11.6,+05,23,52,5.17,+0.03
7478,12Phi Cyg,19,39,22.6,+30,09,12,4.69,+0.97
7479,5Alp Sge,19,40,05.8,+18,00,50,4.37,+0.78
7480,45    Aql,19,40,43.3,-00,37,16,5.67,+0.11
7483,14    Cyg,19,39,26.5,+42,49,06,5.40,-0.08
7484,,19,38,41.2,+54,58,26,5.82,+0.44
7488,6Bet Sge,19,41,02.9,+17,28,34,4.37,+1.05
7489,55    Sgr,19,42,31.1,-16,07,26,5.06,+0.33
7495,,19,40,50.2,+45,31,30,5.06,+0.40
7496,,19,43,33.5,-15,28,12,5.49,+0.46
7497,47Chi Aql,19,42,34.0,+11,49,36,5.27,+0.57
7498,,19,49,25.3,-72,30,12,5.41,+0.22
7502,,19,42,44.6,+32,25,36,5.94,+0.11
7503,16    Cyg,19,41,48.9,+50,31,31,5.96,+0.64
7506,10    Vul,19,43,42.9,+25,46,19,5.49,+0.93
7507,,19,46,01.2,-31,54,31,5.52,+0.02
7510,Nu  Tel,19,48,01.2,-56,21,45,5.35,+0.20
7514,,19,43,45.0,+41,46,23,5.84,+1.57
7515,56    Sgr,19,46,21.7,-19,45,40,4.86,+0.93
7517,15    Cyg,19,44,16.6,+37,21,16,4.89,+0.95
7519,49Ups Aql,19,45,39.9,+07,36,48,5.91,+0.18
7525,50Gam Aql,19,46,15.6,+10,36,48,2.72,+1.52
7528,18Del Cyg,19,44,58.5,+45,07,51,2.87,-0.03
7531,,19,50,44.8,-59,11,35,5.42,+0.08
7534,17    Cyg,19,46,25.6,+33,43,40,4.99,+0.47
7536,7Del Sge,19,47,23.3,+18,32,03,3.82,+1.41
7537,,19,50,13.8,-47,33,26,5.94,+1.70
7540,,19,47,48.6,+25,23,02,5.95,+0.99
7543,,19,47,27.8,+38,24,27,5.77,-0.06
7544,52Pi  Aql,19,48,42.1,+11,48,57,5.72,
7545,,19,44,18.5,+69,20,13,5.92,+0.05
7546,8Zet Sge,19,48,58.7,+19,08,32,5.00,+0.10
7548,,19,52,37.6,-54,58,16,5.74,+0.92
7552,,19,51,50.6,-39,52,28,5.33,-0.06
7553,51    Aql,19,50,46.8,-10,45,49,5.39,+0.38
7557,53Alp Aql,19,50,47.0,+08,52,06,0.77,+0.22
7560,54Omi Aql,19,51,01.6,+10,24,56,5.11,+0.55
7561,57    Sgr,19,52,12.0,-19,02,42,5.92,+0.98
7564,Chi Cyg,19,50,33.9,+32,54,51,4.23,+1.82
7565,12    Vul,19,51,04.1,+22,36,36,4.95,-0.14
7566,19    Cyg,19,50,34.0,+38,43,21,5.12,+1.69
7567,,19,50,37.3,+40,35,59,5.69,-0.04
7570,55Eta Aql,19,52,28.4,+01,00,20,3.90,+0.89
7573,,19,52,01.6,+24,59,32,5.57,+0.71
7575,,19,53,18.7,-03,06,52,5.65,+0.20
7576,20    Cyg,19,50,37.7,+52,59,17,5.03,+1.28
7579,,19,58,41.3,-69,09,50,5.75,+0.23
7581,Iot Sgr,19,55,15.7,-41,52,06,4.13,+1.08
7582,63Eps Dra,19,48,10.4,+70,16,04,3.83,+0.89
7584,56    Aql,19,54,08.2,-08,34,27,5.79,+1.64
7587,,19,57,06.2,-58,54,05,5.26,-0.01
7589,,19,51,59.1,+47,01,39,5.62,-0.07
7590,Eps Pav,20,00,35.5,-72,54,38,3.96,-0.03
7591,,19,52,07.2,+47,55,55,5.91,-0.18
7592,13    Vul,19,53,27.7,+24,04,47,4.58,-0.06
7593,57    Aql,19,54,37.6,-08,13,38,5.71,-0.08
7595,59Xi  Aql,19,54,14.9,+08,27,41,4.71,+1.05
7596,58    Aql,19,54,44.8,+00,16,25,5.61,+0.10
7597,58Ome Sgr,19,55,50.4,-26,17,58,4.70,+0.75
7601,,19,54,31.1,+24,19,10,5.52,-0.02
7602,60Bet Aql,19,55,18.8,+06,24,24,3.71,+0.86
7603,Mu 1Pav,20,00,23.0,-66,56,58,5.76,+1.04
7604,59    Sgr,19,56,56.8,-27,10,12,4.52,+1.46
7606,,19,54,48.3,+36,59,46,5.76,+0.75
7608,23    Cyg,19,53,17.4,+57,31,25,5.14,-0.13
7609,10    Sge,19,56,01.3,+16,38,05,5.36,+0.67
7610,61Phi Aql,19,56,14.3,+11,25,26,5.28,-0.01
7612,Mu 2Pav,20,01,52.4,-66,56,39,5.31,+1.22
7613,22    Cyg,19,55,51.7,+38,29,12,4.94,-0.08
7614,61    Sgr,19,57,57.0,-15,29,29,5.02,+0.05
7615,21Eta Cyg,19,56,18.4,+35,05,00,3.89,+1.02
7618,60    Sgr,19,58,57.2,-26,11,44,4.83,+0.90
7619,24Psi Cyg,19,55,37.8,+52,26,20,4.92,+0.12
7622,11    Sge,19,57,45.4,+16,47,21,5.53,-0.05
7623,The1Sgr,19,59,44.2,-35,16,35,4.37,-0.15
7624,The2Sgr,19,59,51.3,-34,41,52,5.30,+0.17
7625,,20,01,44.7,-59,22,34,5.13,+1.53
7628,,19,57,13.9,+40,22,05,5.45,-0.10
7629,,20,00,15.9,-37,42,08,5.95,+1.00
7630,,20,00,48.3,-45,06,47,5.81,+0.28
7631,,20,00,20.3,-33,42,14,5.66,+0.49
7633,,19,55,55.4,+58,50,46,4.96,+1.59
7635,12Gam Sge,19,58,45.4,+19,29,32,3.47,+1.57
7637,,19,59,47.4,-09,57,30,5.88,+0.58
7640,,19,58,38.0,+30,59,01,5.49,-0.06
7641,14    Vul,19,59,10.5,+23,06,05,5.67,
7645,13    Sge,20,00,03.3,+17,31,00,5.37,+1.67
7646,,19,59,20.5,+45,46,20,5.92,+0.16
7647,25    Cyg,19,59,55.2,+37,02,34,5.19,-0.17
7648,,20,00,58.9,+08,33,29,5.91,+1.52
7649,63    Sgr,20,01,58.6,-13,38,13,5.71,+0.08
7650,62    Sgr,20,02,39.5,-27,42,35,4.58,+1.65
7652,,20,03,33.5,-37,56,27,4.77,+1.41
7653,15    Vul,20,01,06.1,+27,45,13,4.64,+0.18
7654,,19,58,28.7,+63,32,03,5.96,+0.09
7656,,20,01,44.7,+24,48,01,5.88,-0.12
7657,16    Vul,20,02,01.4,+24,56,17,5.22,+0.36
7659,,20,04,19.6,-32,03,23,4.99,+1.21
7660,26    Cyg,20,01,21.6,+50,06,17,5.05,+1.11
7662,,20,03,16.4,+18,30,02,5.96,+1.42
7664,,20,03,30.0,+16,01,53,5.67,-0.10
7665,Del Pav,20,08,43.6,-66,10,55,3.56,+0.76
7667,62    Aql,20,04,23.2,-00,42,34,5.68,+1.30
7669,63Tau Aql,20,04,08.3,+07,16,41,5.52,+1.06
7670,,20,03,37.4,+29,53,48,5.71,+0.73
7672,15    Sge,20,04,06.2,+17,04,12,5.80,+0.61
7673,Xi  Tel,20,07,23.2,-52,52,51,4.94,+1.62
7676,64    Dra,20,01,28.5,+64,49,16,5.27,+1.56
7678,,20,04,36.1,+32,13,07,5.64,+0.54
7679,16Eta Sge,20,05,09.5,+19,59,28,5.10,+1.06
7685,67Rho Dra,20,02,49.1,+67,52,25,4.51,+1.32
7688,17    Vul,20,06,53.4,+23,36,52,5.07,-0.18
7689,27    Cyg,20,06,21.8,+35,58,21,5.36,+0.85
7690,64    Aql,20,08,01.8,-00,40,42,5.99,+1.02
7697,,20,06,13.8,+53,09,57,5.85,+0.39
7701,66    Dra,20,05,32.8,+61,59,44,5.39,+1.18
7703,,20,11,11.9,-36,06,04,5.32,+0.87
7708,28    Cyg,20,09,25.6,+36,50,23,4.93,-0.13
7710,65The Aql,20,11,18.3,-00,49,17,3.23,-0.07
7711,18    Vul,20,10,33.5,+26,54,15,5.52,+0.08
7714,,20,14,19.0,-52,26,44,5.65,+1.50
7715,2Xi 2Cap,20,12,25.9,-12,37,03,5.85,+0.48
7718,19    Vul,20,11,48.0,+26,48,32,5.49,+1.41
7719,20    Vul,20,12,00.7,+26,28,44,5.92,-0.11
7720,66    Aql,20,13,13.9,-01,00,34,5.47,+1.43
7722,,20,15,17.4,-27,01,58,5.73,+0.88
7724,67Rho Aql,20,14,16.6,+15,11,51,4.95,+0.08
7727,68    Dra,20,11,34.9,+62,04,43,5.75,+0.47
7730,30    Cyg,20,13,18.0,+46,48,57,4.83,+0.09
7731,21    Vul,20,14,14.5,+28,41,41,5.18,+0.18
7735,31    Cyg,20,13,37.9,+46,44,29,3.79,+1.28
7736,29    Cyg,20,14,32.0,+36,48,23,4.97,+0.14
7739,,20,15,15.9,+25,35,31,4.78,-0.18
7740,33    Cyg,20,13,23.9,+56,34,04,4.30,+0.11
7741,22    Vul,20,15,30.2,+23,30,31,5.15,+1.04
7742,,20,13,27.7,+60,38,26,5.79,+1.47
7743,,20,15,23.7,+33,43,46,5.66,+0.91
7744,23    Vul,20,15,46.1,+27,48,51,4.52,+1.26
7747,5Alp1Cap,20,17,38.9,-12,30,30,4.24,+1.07
7748,4    Cap,20,18,01.4,-21,48,36,5.87,+1.00
7750,1Kap Cep,20,08,53.3,+77,42,41,4.39,-0.05
7751,32    Cyg,20,15,28.3,+47,42,52,3.98,+1.52
7753,24    Vul,20,16,47.1,+24,40,16,5.32,+0.95
7754,6Alp2Cap,20,18,03.3,-12,32,41,3.57,+0.94
7756,,20,16,00.6,+45,34,46,5.91,+0.38
7759,,20,16,55.3,+40,21,54,5.24,+1.65
7761,7Sig Cap,20,19,23.6,-19,07,07,5.28,+1.40
7763,34    Cyg,20,17,47.2,+38,01,59,4.81,+0.42
7767,,20,18,07.0,+40,43,56,5.84,+0.10
7769,36    Cyg,20,18,28.6,+37,00,00,5.58,+0.06
7770,35    Cyg,20,18,39.1,+34,58,58,5.17,+0.65
7773,8Nu  Cap,20,20,39.8,-12,45,33,4.76,-0.05
7774,,20,20,00.2,+13,32,53,5.95,+0.31
7776,9Bet Cap,20,21,00.7,-14,46,53,3.08,+0.79
7779,Kap1Sgr,20,22,27.5,-42,02,59,5.59,0.00
7780,,20,20,21.4,+17,47,35,5.80,+1.49
7781,,20,18,24.8,+55,23,50,5.76,+0.11
7783,,20,17,31.3,+66,51,14,5.93,+0.58
7785,,20,33,17.5,-80,57,54,5.77,+1.14
7787,Kap2Sgr,20,23,53.2,-42,25,22,5.64,+0.20
7789,25    Vul,20,22,03.4,+24,26,46,5.54,-0.06
7790,Alp Pav,20,25,38.9,-56,44,06,1.94,-0.20
7792,71    Dra,20,19,36.7,+62,15,27,5.72,-0.05
7794,,20,23,10.7,+05,20,35,5.31,+0.97
7796,37Gam Cyg,20,22,13.7,+40,15,24,2.20,+0.68
7798,,20,22,05.4,+45,47,42,5.58,+1.08
7800,,20,22,45.3,+41,01,34,5.93,+1.60
7801,,20,25,26.8,-28,39,48,5.85,+1.10
7804,,20,20,06.0,+68,52,49,5.55,+1.59
7805,,20,21,11.4,+63,58,49,5.69,+1.56
7806,39    Cyg,20,23,51.7,+32,11,24,4.43,+1.33
7807,,20,23,44.4,+37,28,35,5.90,-0.20
7811,,20,25,40.5,+21,24,35,5.66,+0.93
7812,,20,38,18.6,-81,17,20,5.91,+1.71
7814,10Pi  Cap,20,27,19.2,-18,12,42,5.25,-0.07
7822,11Rho Cap,20,28,51.6,-17,48,49,4.78,+0.38
7826,40    Cyg,20,27,34.3,+38,26,25,5.62,+0.06
7828,43    Cyg,20,27,02.3,+49,23,00,5.69,+0.26
7830,12Omi Cap,20,29,53.9,-18,35,00,5.94,+0.08
7831,69    Aql,20,29,39.0,-02,53,08,4.91,+1.15
7834,41    Cyg,20,29,23.7,+30,22,07,4.01,+0.40
7835,42    Cyg,20,29,20.4,+36,27,17,5.88,+0.52
7843,,20,29,27.1,+56,04,05,5.91,-0.04
7844,45Ome1Cyg,20,30,03.5,+48,57,06,4.95,-0.09
7845,,20,32,23.7,-09,51,12,5.65,+0.69
7846,Nu  Mic,20,33,55.1,-44,30,58,5.11,+1.01
7848,Phi1Pav,20,35,34.8,-60,34,54,4.76,+0.28
7850,2The Cep,20,29,34.9,+62,59,39,4.22,+0.20
7851,46Ome2Cyg,20,31,18.8,+49,13,13,5.44,+1.55
7852,2Eps Del,20,33,12.8,+11,18,12,4.03,-0.13
